"gene","Biomarker_TSS_Start","Biomarker_TSS_End","Chromosome_edit"
"SEPTIN8","132750819","132807241","5"
"DXO","31951992","32048735","6"
"CRYBB2","25212564","25231870","22"
"KLRK1","10372353","10391874","12"
"GAST","41712331","41715969","17"
"USP28","113797874","113875572","11"
"OSBPL2","62231922","62296213","20"
"SPTLC1","92000087","92115413","9"
"OPHN1","67949349","68433913","X"
"PLEKHO1","150149183","150164720","1"
"SYT1","78863993","79452008","12"
"STX3","59713456","59805882","11"
"GFRAL","55327469","55402493","6"
"CLSTN3","7128929","7158945","12"
"PRSS53","31083437","31089628","16"
"KIAA0319","24544104","24646191","6"
"C7orf50","996986","1138260","7"
"PALM2","109498325","110172512","9"
"GSTT2B","23957414","23961206","22"
"HSD17B14","48813018","48836510","19"
"PTPRR","70638073","70920738","12"
"CALCB","14904997","15082342","11"
"PLXDC2","19816239","20289856","10"
"NT5C1A","39651229","39672107","1"
"TMPRSS11D","67820876","67884002","4"
"DNAJC21","34929559","34958964","5"
"VSNL1","17539126","17657018","2"
"BLOC1S3","45178784","45216933","19"
"HHEX","92689955","92695647","10"
"FGFBP3","91906584","91909486","10"
"LMNB2","2427638","2456959","19"
"PLB1","28457145","28644142","2"
"DOK1","74549026","74557551","2"
"IMPACT","24426634","24453531","18"
"YAP1","102110447","102233424","11"
"NAPRT","143574785","143578649","8"
"NGRN","90265659","90275778","15"
"CHCHD10","23765834","23768443","22"
"AP3S2","89830599","89894638","15"
"DNPEP","219372043","219400022","2"
"PRKAR2A","48744597","48847874","3"
"TNIP1","151029945","151093577","5"
"TXNDC9","99318982","99340702","2"
"PNLIPRP1","116590385","116609175","10"
"WASHC3","102012840","102062149","12"
"PRND","4721909","4728460","20"
"EIF1AX","20124525","20141838","X"
"CAPS","5912339","5916211","19"
"FNDC1","159169400","159272108","6"
"GBP1","89051882","89065360","1"
"INSL3","17816512","17821574","19"
"DNAJA4","78264086","78282196","15"
"SPRR3","153001747","153003856","1"
"SNRPB2","16729961","16742564","20"
"ARHGEF1","41883173","41930150","19"
"ESYT2","158730995","158830253","7"
"CASP7","113679162","113730907","10"
"HDGFL2","4472297","4502208","19"
"FTCD","46136160","46155579","21"
"MAP2","209424047","209734147","2"
"AMPD3","10308313","10507579","11"
"ZHX2","122781655","122974510","8"
"HIP1R","122834453","122862961","12"
"AK2","33007986","33080996","1"
"TIMM8A","101345661","101348742","X"
"CRYGD","208121607","208130665","2"
"SH3GLB2","129007036","129028331","9"
"PLSCR3","7389727","7394842","17"
"GCC1","127580628","127593611","7"
"KCTD5","2682523","2709030","16"
"ATXN3","92044496","92106621","14"
"BAP18","7014495","7017525","17"
"HEPACAM2","93188534","93226469","7"
"BCL2L1","31664452","31723989","20"
"GIPC2","77979542","78138444","1"
"SMTN","31064105","31104757","22"
"PLCB2","40278176","40307935","15"
"MINK1","4833340","4898061","17"
"CTRL","67927640","67932365","16"
"PBK","27809624","27838082","8"
"IZUMO1","48740852","48746909","19"
"MORF4L2","103675496","103688158","X"
"PCNA","5114953","5126626","20"
"ATF4","39519695","39522683","22"
"NMRK2","3933069","3942416","19"
"CDK1","60778331","60794852","10"
"PRAME","22547701","22568466","22"
"GAD1","170813213","170861151","2"
"PHLDB2","111732497","111976517","3"
"PDCL2","55556519","55592245","4"
"IGLON5","51311644","51330891","19"
"MUCL3","30930561","31029672","6"
"CYB5A","74250846","74291973","18"
"JMJD1C","63167221","63521850","10"
"ANKRA2","73552190","73565667","5"
"SLIRP","77708071","77761104","14"
"HMMR","163460203","163491941","5"
"ESPL1","53268299","53293638","12"
"MAPRE3","26970637","27027219","2"
"MYH7B","34955810","35002437","20"
"VCPKMT","50108632","50116600","14"
"LYZL2","30611779","30629762","10"
"UNC79","93333219","93707876","14"
"CLINT1","157785743","157859145","5"
"STOML2","35099776","35103195","9"
"BSND","54998933","55017172","1"
"ZP4","237877864","237890922","1"
"CPLX2","175796310","175884021","5"
"GJA8","147902795","147909269","1"
"CREB3","35732598","35736999","9"
"CDC25A","48157146","48188417","3"
"ARHGAP5","32076114","32159728","14"
"KIR3DL2","54521328","54938887","19"
"CLASP1","121337776","121649476","2"
"FGF9","21671073","21704498","13"
"GIMAP8","150450630","150479393","7"
"SMC3","110567684","110606048","10"
"BTNL10","228510425","228512305","1"
"SPRING1","116710171","116738070","12"
"VWA5A","124115404","124147721","11"
"GAGE2A","49589496","49596824","X"
"PSMC3","47418769","47426473","11"
"PDE1C","31751179","32428131","7"
"BEX3","103376395","103378164","X"
"SLC34A3","137230757","137236555","9"
"DNAJA1","33025273","33039907","9"
"MAPK13","36127809","36144524","6"
"CREBZF","85657742","85682908","11"
"TRIM26","30173958","30291774","6"
"CYTH3","6161776","6272644","7"
"PDIA5","123067025","123225227","3"
"STAU1","49113339","49188367","20"
"MLLT1","6210381","6279975","19"
"PFDN4","54208087","54228052","20"
"RASGRF1","78959906","79090780","15"
"PDIA2","283164","287215","16"
"PITHD1","23778418","23788232","1"
"SSH3","67303478","67312607","11"
"MORN4","97614553","97633500","10"
"BCL7A","122019422","122062044","12"
"GATA3","8045378","8075198","10"
"SLC28A1","84884654","84945798","15"
"FOS","75278826","75282230","14"
"SHC1","154962298","154974395","1"
"ERCC1","45407334","45478828","19"
"GRSF1","70815783","70839897","4"
"TAGLN3","111998739","112013887","3"
"PDXDC1","14974591","15139339","16"
"EVI2B","31303770","31314105","17"
"PAIP2B","71182738","71227103","2"
"IL3","132060655","132063204","5"
"ATP1B4","120362085","120383249","X"
"DCUN1D2","113455819","113490951","13"
"H2AP","37990779","37991314","X"
"TOP1MT","143304384","143359979","8"
"TPRKB","73729104","73737400","2"
"DCDC2C","3703575","3848008","2"
"RBM25","73058532","73123899","14"
"BTLA","112463966","112499472","3"
"THAP12","76349898","76381132","11"
"MRPL52","22829879","22835037","14"
"DCLRE1C","14897359","14954432","10"
"FGF7","49423237","49488775","15"
"CDC123","12195965","12250589","10"
"IL25","23372809","23376403","14"
"MANEAL","37793847","37801137","1"
"KHDC3L","73362658","73364171","6"
"TMOD4","151169986","151176284","1"
"CEP350","179954674","180114880","1"
"REST","56907876","56966808","4"
"CEP152","48712928","48811146","15"
"NEK7","198156994","198322420","1"
"CEACAM18","51478539","51491301","19"
"EPN1","55675226","55709858","19"
"GABARAPL1","10212458","10223128","12"
"RAD51","40694774","40732340","15"
"COL9A2","40300489","40317813","1"
"CD82","44564427","44620358","11"
"MORF4L1","78810487","78898139","15"
"NFKB2","102394110","102402524","10"
"BRD1","49773283","49827873","22"
"ARAF","47561205","47571908","X"
"GADD45B","2476122","2478259","19"
"TXK","48066393","48134250","4"
"HRAS","532242","537321","11"
"GTF2IRD1","74453790","74602605","7"
"CA7","66844414","66854153","16"
"TET2","105145875","105279816","4"
"TCP11","35118071","35148610","6"
"OFD1","13734743","13777955","X"
"LSM8","118184144","118204035","7"
"PRUNE2","76611376","76906114","9"
"TRIM24","138460259","138589996","7"
"VSTM2B","29525994","29564551","19"
"VPS28","144423600","144428563","8"
"TPPP2","21024109","21036276","14"
"ALMS1","73385758","73625166","2"
"CASP4","104942866","104969366","11"
"ACADM","75724431","75787575","1"
"TMED1","10832067","10836318","19"
"PPIE","39692182","39763914","1"
"TEX33","36991120","37007851","22"
"UPK3BL1","102637025","102642791","7"
"SLK","103967140","104029233","10"
"IFIT3","89327307","89377473","10"
"ID4","19837370","19842197","6"
"GAS2","22625509","22813001","11"
"PAFAH2","25959767","25998117","1"
"CEP290","88049016","88142099","12"
"SEPTIN7","35800932","35907110","7"
"TAP1","32767527","33007738","6"
"TLR2","153684070","153706260","4"
"RNF43","58353676","58417595","17"
"SHPK","3608240","3636250","17"
"MAPKAPK2","206684905","206734281","1"
"TK1","78174091","78187233","17"
"FUT1","48748011","48755390","19"
"SPRR1B","153031203","153032900","1"
"RGL2","33213258","33469667","6"
"IL9","135892246","135895841","5"
"CTAG1A_CTAG1B","154585133","154586816","X"
"OGT","71533087","71575892","X"
"PARD3","34109560","34815325","10"
"CD3E","118304730","118316175","11"
"ZNF75D","135248920","135344109","X"
"PPP1R12B","202348699","202592706","1"
"MTHFSD","86530178","86555235","16"
"SAT2","7626234","7627876","17"
"KIAA1549","138831381","138981389","7"
"CEACAM20","44501677","44529788","19"
"EVPL","76004502","76027306","17"
"IFIT1","89392546","89406487","10"
"PKN3","128702503","128720916","9"
"KIAA1549L","33376108","33674102","11"
"EFCAB2","244969682","245127164","1"
"CENPJ","24882279","24922889","13"
"MTUS1","17643795","17801094","8"
"CCND2","4269771","4305353","12"
"ERI1","9002147","9116746","8"
"GUCY2C","14612632","14696599","12"
"TAB2","149218641","149411613","6"
"TIGIT","114276913","114310288","3"
"RNF4","2462220","2515857","4"
"SERPINH1","75562056","75572783","11"
"SAP18","21140119","21149097","13"
"RPE","210002565","210022260","2"
"ITGAX","31355134","31382999","16"
"PTTG1","160421855","160428739","5"
"MNAT1","60734742","60969965","14"
"CINP","102341102","102362916","14"
"CENPF","214603185","214664574","1"
"TNPO1","72816312","72916733","5"
"MAGEA3","152698767","152702347","X"
"CDH22","46173739","46308498","20"
"COL4A4","227002714","227164453","2"
"SH3GL3","83447228","83618743","15"
"TRDMT1","17137336","17202054","10"
"ARHGAP30","161046946","161069970","1"
"RAPGEF2","159103013","159360174","4"
"FAM171B","186694060","186765959","2"
"ARG2","67619920","67651708","14"
"GPRC5C","74424851","74451653","17"
"DYNC1H1","101964573","102056443","14"
"MAMDC4","136850943","136860799","9"
"TARS1","33440696","33468091","5"
"LRRFIP1","237627587","237813682","2"
"PRC1","90966040","90995629","15"
"RAB44","36697826","36733184","6"
"ZNRF4","5455417","5456856","19"
"AP1G2","23559565","23568070","14"
"ENOPH1","82430590","82461177","4"
"ZNF830","34961540","34963777","17"
"AMOTL2","134355347","134375479","3"
"S100A3","153547329","153549258","1"
"SMAD2","47808957","47931146","18"
"NENF","212432920","212446379","1"
"ENSA","150600851","150629612","1"
"RCC1","28505943","28539300","1"
"DHPS","12675717","12681880","19"
"GPD1","50103982","50111313","12"
"TG","132866958","133134903","8"
"PPP1CC","110719680","110742939","12"
"IL2RG","71107404","71112108","X"
"RAB2B","21459020","21476960","14"
"BTN1A1","26500303","26510425","6"
"GLYR1","4803203","4847288","16"
"EDDM3B","20768404","20770948","14"
"WFDC1","84294846","84329844","16"
"LACRT","54630811","54634895","12"
"UBE2B","134371184","134392108","5"
"NDST1","150485818","150558211","5"
"INSL4","5231419","5235304","9"
"VSIG2","124747474","124752255","11"
"LARP1","154682986","154817605","5"
"EPGN","74308470","74316789","4"
"SNX2","122775079","122834543","5"
"THTPA","23555988","23560271","14"
"RFC4","186789880","186807058","3"
"PCDHB15","141245395","141249365","5"
"NMI","151270470","151289894","2"
"AHSA1","77457870","77469472","14"
"ALDH2","111766887","111817532","12"
"FNTA","43034194","43085788","8"
"RALY","33993646","34108308","20"
"LTB","31562695","31658827","6"
"CAPN3","42359498","42412949","15"
"ACRBP","6638075","6647433","12"
"VPS4B","63389190","63422483","18"
"SMPDL3B","27935000","27959157","1"
"SLC13A1","123113531","123199972","7"
"WDR46","33200708","33459870","6"
"COMMD9","36269284","36289449","11"
"ERN1","64039080","64130819","17"
"KIAA2013","11919591","11926428","1"
"NACC1","13116862","13141147","19"
"DUSP13","75094432","75109221","10"
"DTNB","25377198","25673647","2"
"LAMTOR5","110401249","110407942","1"
"IMMT","86143932","86195472","2"
"SUSD4","223220819","223364233","1"
"MINDY1","150996549","151008376","1"
"VSIG10","118063593","118136026","12"
"LUZP2","24496970","25082638","11"
"TDP1","89954939","90044764","14"
"YJU2","4247080","4269088","19"
"PXDNL","51319577","51809445","8"
"CMIP","81444808","81711762","16"
"IL22","68248242","68253604","12"
"REG3G","79025686","79028505","2"
"MTSS2","70661204","70686053","16"
"PCSK7","117204337","117232525","11"
"TMEM106A","43211835","43220041","17"
"NUBP1","10743786","10769351","16"
"CCDC134","41800679","41832164","22"
"GABARAP","7240008","7242449","17"
"DYNLT3","37836757","37847571","X"
"TGFB2","218345336","218444619","1"
"SMAD3","67063763","67195173","15"
"UNG","109097597","109126725","12"
"MPRIP","17042457","17217679","17"
"BCL7B","73536356","73557690","7"
"TADA3","9779967","9793011","3"
"SDCCAG8","243256034","243500091","1"
"HSPA2","64535905","64546173","14"
"STAM","17644151","17716824","10"
"CHCHD6","126704240","126960420","3"
"KLK15","50825289","50837213","19"
"USP25","15729982","15880064","21"
"TRIM58","247857187","247880138","1"
"ITIH5","7559270","7666998","10"
"KIR2DL2","54476158","54777585","19"
"KIR2DS4","54762712","54892982","19"
"PTPRH","55181247","55209506","19"
"DNAJB14","99896248","99946618","4"
"PBXIP1","154944076","154956123","1"
"SDHB","17018722","17054032","1"
"GPHA2","64934471","64935893","11"
"GORASP2","170928464","170967130","2"
"SH3BP1","37634654","37656117","22"
"LRRC37A2","46339497","46556910","17"
"SLMAP","57755450","57930003","3"
"EIF2AK2","37099210","37157522","2"
"CEACAM19","44662278","44684359","19"
"MCTS1","120594010","120621159","X"
"SLC9A3R2","2025356","2039026","16"
"TNFAIP2","103121476","103137439","14"
"HDDC2","125219962","125302078","6"
"INSL5","66797740","66801276","1"
"TOP1","41028822","41124487","20"
"ZNRD2","65570460","65573942","11"
"ATRAID","27212041","27217178","2"
"ZFYVE19","40807086","40815084","15"
"SSNA1","137188660","137190370","9"
"BCL2","63123346","63320128","18"
"PCDH7","30720369","31146805","4"
"DUT","48331011","48343373","15"
"DNM1","128191655","128255248","9"
"MEP1A","46793389","46839778","6"
"EFCAB14","46674659","46719146","1"
"PTPRK","127968779","128524810","6"
"TMED8","77335029","77377094","14"
"FAM13A","88725955","89111398","4"
"COL24A1","85729233","86156943","1"
"OGA","101784443","101818465","10"
"ATG16L1","233210051","233295674","2"
"PHLDB1","118606440","118658031","11"
"MAP2K1","66386837","66491656","15"
"GPIHBP1","143213218","143217170","8"
"TSPAN8","71125085","71441898","12"
"SMNDC1","110290730","110304938","10"
"DNAJC9","73183362","73247255","10"
"PSAPL1","7430285","7434930","4"
"NAP1L4","2943292","2992377","11"
"SNX18","54517759","54546586","5"
"SWAP70","9664077","9752993","11"
"AP3B1","78000522","78294762","5"
"CWC15","94962620","94973586","11"
"CD101","117001750","117036552","1"
"KAZN","13892792","15118043","1"
"TRIM25","56836387","56914080","17"
"ADGRE1","6887566","6940459","19"
"NUDT16","131381671","131388830","3"
"CDC42BPB","102932380","103057549","14"
"UFD1","19449911","19479202","22"
"OTUD6B","91070196","91087095","8"
"ADAM9","38996754","39105445","8"
"C9orf40","74946583","74952912","9"
"NCR3LG1","17351800","17377341","11"
"IFNAR1","33324387","33359864","21"
"MTSS1","124550784","124728473","8"
"PSCA","142670308","142682725","8"
"YARS1","32775237","32818031","1"
"CEACAM16","44699151","44710718","19"
"EGFLAM","38258409","38465480","5"
"IST1","71845996","71931199","16"
"ENDOU","47709734","47725567","12"
"FKBPL","32077157","32206718","6"
"CD86","122055362","122121139","3"
"LMNB1","126776623","126837020","5"
"PPP2R5A","212285410","212361853","1"
"CIRBP","1259384","1274880","19"
"SERPINI2","167441914","167478972","3"
"IFI30","18173162","18178117","19"
"BRAP","111642146","111685956","12"
"GIPC3","3585478","3593541","19"
"CDC26","113255835","113275572","9"
"SPINT3","45512461","45515622","20"
"NFU1","69396113","69437628","2"
"GPR15L","84173801","84185294","10"
"CYB5R2","7665100","7677222","11"
"MTIF3","27435643","27450591","13"
"FAM3D","58633946","58666834","3"
"PALM","708935","748329","19"
"PCDH9","66302834","67230445","13"
"DDX1","15591178","15634346","2"
"PCYT2","81900958","81911432","17"
"JPT2","1678256","1702280","16"
"NDUFB7","14566078","14572066","19"
"ACOT13","24667035","24705065","6"
"ARF6","49893079","49897054","14"
"SUGP1","19276018","19320509","19"
"CETN3","90392257","90409766","5"
"RBP7","9997206","10016021","1"
"PCOLCE","100602363","100608175","7"
"SESTD1","179101678","179264832","2"
"FOSB","45467995","45475179","19"
"NDRG1","133237175","133302022","8"
"ODAM","70195725","70204576","4"
"PTEN","87862563","87971930","10"
"IFNL1","39296407","39298673","19"
"SMARCA2","1980290","2193624","9"
"COPE","18899514","18919387","19"
"ATF2","175072250","175168382","2"
"SLC16A1","112911847","112957593","1"
"KRT14","41582279","41586895","17"
"CALB2","71358713","71395224","16"
"ARID4B","235131634","235328219","1"
"C19orf12","29698937","29715789","19"
"SCARB1","124776856","124882668","12"
"AMFR","56361452","56425545","16"
"MMP13","102942995","102955732","11"
"CDHR1","84194537","84219621","10"
"IL34","70579895","70660682","16"
"ANXA5","121667946","121696995","4"
"ATP5PO","33903453","33915814","21"
"SIGLEC15","45825675","45844094","18"
"KCNIP4","20728606","21948772","4"
"SLC27A4","128340527","128361470","9"
"METAP1","98995659","99062809","4"
"TDGF1","46574534","46582457","3"
"RAB6B","133824235","133895882","3"
"SSB","169791933","169812064","2"
"PAK4","39125770","39182816","19"
"SIRT5","13574227","13615158","6"
"LYPD1","132643286","132671579","2"
"PXN","120210439","120265771","12"
"IDI2","1018910","1025859","10"
"LIF","30240453","30246759","22"
"GLT8D2","103988987","104064183","12"
"RASA1","87267883","87391931","5"
"DUSP3","43766125","43778977","17"
"FGR","27612064","27635185","1"
"HSP90B1","103930107","103953931","12"
"MAPT","45894527","46039943","17"
"CLSPN","35720218","35769978","1"
"PADI4","17308195","17366713","1"
"IVD","40405485","40435947","15"
"NOS3","150991017","151014588","7"
"PLIN1","89664367","89679427","15"
"CETN2","152826994","152830757","X"
"STK24","98445185","98577940","13"
"GGA1","37608725","37633564","22"
"PBLD","68282660","68333049","10"
"EPHA10","37713880","37765133","1"
"GHRHR","30938669","30993254","7"
"TPPP3","67389809","67393518","16"
"ATP6V1F","128862856","128865847","7"
"TBC1D17","49877666","49888750","19"
"GBP4","89181144","89198942","1"
"FKBP7","178463664","178478600","2"
"PTS","112226367","112269955","11"
"NXPH1","8433609","8752961","7"
"PMVK","154924740","154936719","1"
"VSTM1","54040825","54063953","19"
"SLC39A14","22367278","22434129","8"
"ING1","110712736","110723339","13"
"CASP1","105025397","105035250","11"
"ILKAP","238170402","238203708","2"
"BAX","48954815","48961798","19"
"CERT","75356345","75512138","5"
"MRPL46","88459477","88467390","15"
"CARHSP1","8852942","8869012","16"
"KRT5","52514575","52520530","12"
"GDNF","37812677","37840041","5"
"SLIT2","20251905","20620561","4"
"NOS1","117208142","117452170","12"
"C2CD2L","119102198","119118544","11"
"ATXN10","45671798","45845307","22"
"MUC13","124905442","124953819","3"
"PRTFDC1","24848614","24952606","10"
"TST","37010859","37020183","22"
"XRCC4","83077498","83353787","5"
"TARBP2","53500921","53506431","12"
"NEFL","24950955","24956721","8"
"FHIT","59747277","61251459","3"
"KIRREL2","35855861","35867136","19"
"CLSTN1","9728926","9823984","1"
"TDRKH","151770107","151791416","1"
"GSTP1","67583742","67586656","11"
"MAX","65006174","65102695","14"
"S100A16","153606886","153613145","1"
"DCTN6","30156319","30183639","8"
"PTK7","43076307","43161719","6"
"KEL","142941114","143023868","7"
"WASF3","26557683","26688948","13"
"BRK1","10115675","10127190","3"
"FMNL1","45221444","45247319","17"
"GKN1","68974573","68980980","2"
"ANXA10","168092537","168187736","4"
"HMOX2","4474690","4512306","16"
"KLB","39406930","39451533","4"
"ISLR2","74100311","74138540","15"
"GPKOW","49113407","49123735","X"
"ECE1","21217247","21345572","1"
"PFDN2","161100556","161118055","1"
"CASP10","201182872","201229428","2"
"TIGAR","4307763","4360028","12"
"AKT1S1","49869033","49878459","19"
"AGR2","16791811","16833433","7"
"FABP5","81280536","81284777","8"
"CPM","68842197","68971570","12"
"CTSS","150730079","150765957","1"
"PIGR","206928522","206946466","1"
"LAMP2","120426148","120469365","X"
"GLIPR1","75480753","75503863","12"
