Filename,SomaScan_Symbol,SomaScan_Sequence_ID,Gene name,Biomart_Chromosome,Biomart_TranscriptStart,Biomart_TranscriptEnd
5909_51_NME1_Nucleoside_diphosphate_kinase_A.txt.gz,NME1,5909_51,NME1,17,51153559,51162428
5915_58_PEX5_PEX5.txt.gz,PEX5,5915_58,PEX5,12,7188685,7218574
5918_5_PSME1_PSME1.txt.gz,PSME1,5918_5,PSME1,14,24136163,24138967
5927_4_WISP3_WISP_3.txt.gz,WISP3,5927_4,WISP3,6,112054075,112069686
5936_53_TNF_TNF_a.txt.gz,TNF,5936_53,TNF,6,31575565,31578336
5939_42_TNFSF12_TWEAK.txt.gz,TNFSF12,5939_42,TNFSF12,17,7548508,7557890
5947_90_THPO_Tpo.txt.gz,THPO,5947_90,THPO,3,184371935,184381968
5954_62_PTH_PTH.txt.gz,PTH,5954_62,PTH,11,13492054,13496181
5957_30_SST_Somatostatin_28.txt.gz,SST,5957_30,SST,3,187668912,187670394
5963_9_DMKN_Dermokine.txt.gz,DMKN,5963_9,DMKN,19,35497220,35513658
5980_55_BOLA3_BOLA3.txt.gz,BOLA3,5980_55,BOLA3,2,74135400,74147912
5981_6_C21orf33_ES1.txt.gz,C21orf33,5981_6,C21orf33,21,44133610,44210114
5988_49_TNFSF14_LIGHT.txt.gz,TNFSF14,5988_49,TNFSF14,19,6661253,6670588
6020_52_UTS2_Urotensin_II.txt.gz,UTS2,6020_52,UTS2,1,7843083,7853512
6022_57_NELL2_NELL2.txt.gz,NELL2,6022_57,NELL2,12,44508275,44921848
6027_31_RLN3_REL3.txt.gz,RLN3,6027_31,RLN3,19,14028148,14031551
6035_2_ST6GAL1_SIAT1.txt.gz,ST6GAL1,6035_2,ST6GAL1,3,186930325,187078553
6039_24_CRHBP_CRHBP.txt.gz,CRHBP,6039_24,CRHBP,5,76953045,76981158
6049_64_PTPRS_PTPRS.txt.gz,PTPRS,6049_64,PTPRS,19,5158495,5340812
6054_6_NXPH3_NXPH3.txt.gz,NXPH3,6054_6,NXPH3,17,49575871,49583827
6060_2_PIP_PIP.txt.gz,PIP,6060_2,PIP,7,143132077,143139739
6064_4_ERP44_TXNDC4.txt.gz,ERP44,6064_4,ERP44,9,99979185,100099052
6069_71_SUMF2_SUMF2.txt.gz,SUMF2,6069_71,SUMF2,7,56064002,56080670
6077_63_CECR1_CECR1.txt.gz,CECR1,6077_63,CECR1,22,17178790,17258235
6079_59_ACPL2_ACPL2.txt.gz,ACPL2,6079_59,ACPL2,3,141228726,141367753
6081_52_PCOLCE2_PCOC2.txt.gz,PCOLCE2,6081_52,PCOLCE2,3,142815922,142889206
6086_15_CHRDL2_CRDL2.txt.gz,CHRDL2,6086_15,CHRDL2,11,74696429,74731426
6103_70_FCRL5_FCRL5.txt.gz,FCRL5,6103_70,FCRL5,1,157513377,157552515
6107_3_CELA1_ELA1.txt.gz,CELA1,6107_3,CELA1,12,51328442,51346679
6117_4_PCSK2_NEC2.txt.gz,PCSK2,6117_4,PCSK2,20,17226107,17484578
6119_14_MAMDC2_MAMC2.txt.gz,MAMDC2,6119_14,MAMDC2,9,70043848,70226972
6123_69_TP53_p53.txt.gz,TP53,6123_69,TP53,17,7661779,7687538
6151_18_MAP2K3_MP2K3.txt.gz,MAP2K3,6151_18,MAP2K3,17,21284672,21315232
6168_11_TP53_p53_R175H.txt.gz,TP53,6168_11,TP53,17,7661779,7687538
6207_10_PSAP_prosaposin.txt.gz,PSAP,6207_10,PSAP,10,71816298,71851251
6210_100_IFNA5_IFNA5.txt.gz,IFNA5,6210_100,IFNA5,9,21304326,21305313
6213_10_CGB2_CGB2.txt.gz,CGB2,6213_10,CGB2,19,49031890,49033238
6214_84_IFNA8_IFNA8.txt.gz,IFNA8,6214_84,IFNA8,9,21409117,21410185
6219_14_PDZD11_PDZ11.txt.gz,PDZD11,6219_14,PDZD11,X,70281118,70290514
6221_1_ADPGK_ADPGK.txt.gz,ADPGK,6221_1,ADPGK,15,72751294,72785846
6223_5_GUCA2B_GUC2B.txt.gz,GUCA2B,6223_5,GUCA2B,1,42153410,42155820
6226_69_EFHA1_EFHA1.txt.gz,EFHA1,6226_69,EFHA1,13,21492691,21604181
6227_1_KLK10_kallikrein_10.txt.gz,KLK10,6227_1,KLK10,19,51012739,51020175
6228_58_SPACA1_sperm_acrosome_associated_1.txt.gz,SPACA1,6228_58,SPACA1,6,88047841,88066838
6230_56_CER1_CER1.txt.gz,CER1,6230_56,CER1,9,14719724,14722733
6231_46_STC2_STC2.txt.gz,STC2,6231_46,STC2,5,173314723,173328447
6234_74_VIT_VITRN.txt.gz,VIT,6234_74,VIT,2,36696690,36814794
6237_11_FGFRL1_FGRL1.txt.gz,FGFRL1,6237_11,FGFRL1,4,1009936,1026898
6238_55_PSG8_PSG8.txt.gz,PSG8,6238_55,PSG8,19,42752686,42765678
6240_70_RSPO1_RSPO1.txt.gz,RSPO1,6240_70,RSPO1,1,37611350,37634892
6245_4_PVRL2_Nectin_2.txt.gz,PVRL2,6245_4,PVRL2,19,44846175,44889223
6247_9_SIRPB1_SIRB1.txt.gz,SIRPB1,6247_9,SIRPB1,20,1561385,1620061
6252_62_SCGB3A1_Secretoglobin_family_3A_member_1.txt.gz,SCGB3A1,6252_62,SCGB3A1,5,180590105,180591499
6255_74_CPXM1_CPXM1.txt.gz,CPXM1,6255_74,CPXM1,20,2794074,2800627
6256_9_LY6G6C_LY66C.txt.gz,LY6G6C,6256_9,LY6G6C,6,31718648,31721746
6257_56_CGREF1_CGRE1.txt.gz,CGREF1,6257_56,CGREF1,2,27098889,27119128
6262_14_IL17RB_IL_17B_R.txt.gz,IL17RB,6262_14,IL17RB,3,53846568,53865794
6264_9_CYR61_CYR61.txt.gz,CYR61,6264_9,CYR61,1,85580761,85584589
6267_51_STMN4_STMN4.txt.gz,STMN4,6267_51,STMN4,8,27235308,27258420
6273_58_LEPRE1_P3H1.txt.gz,LEPRE1,6273_58,LEPRE1,1,42746335,42767084
6274_15_WSCD2_WSCD2.txt.gz,WSCD2,6274_15,WSCD2,12,108129288,108250537
6276_16_FURIN_Furin.txt.gz,FURIN,6276_16,FURIN,15,90868588,90883564
6280_11_PCDH8_PCDH8.txt.gz,PCDH8,6280_11,PCDH8,13,52842889,52848641
6281_51_ST3GAL2_SIA4B.txt.gz,ST3GAL2,6281_51,ST3GAL2,16,70375977,70439237
6283_60_MCEMP1_MCEM1.txt.gz,MCEMP1,6283_60,MCEMP1,19,7677088,7679829
6284_7_FAM150B_F150B.txt.gz,FAM150B,6284_7,FAM150B,2,279558,288851
6285_71_MLEC_K0152.txt.gz,MLEC,6285_71,MLEC,12,120687149,120701859
6289_78_ARHGAP36_RHG36.txt.gz,ARHGAP36,6289_78,ARHGAP36,X,131058346,131089885
6290_3_UTS2B_UTS2B.txt.gz,UTS2B,6290_3,UTS2B,3,191267168,191330526
6291_55_CLSTN3_Alcadein_beta.txt.gz,CLSTN3,6291_55,CLSTN3,12,7129698,7158945
6294_11_BAGE2_BAGE2.txt.gz,BAGE2,6294_11,BAGE2,21,10454134,10516431
6296_36_OIT3_OIT3.txt.gz,OIT3,6296_36,OIT3,10,72893584,72933036
6304_8_C1QTNF1_C1QT1.txt.gz,C1QTNF1,6304_8,C1QTNF1,17,79022814,79049788
6315_58_PLBD1_PLBL1.txt.gz,PLBD1,6315_58,PLBD1,12,14503661,14567883
6321_65_PCDHGA10_PCDGA.txt.gz,PCDHGA10,6321_65,PCDHGA10,5,141412987,141512975
6324_11_DNASE1L2_DNSL2.txt.gz,DNASE1L2,6324_11,DNASE1L2,16,2235816,2238711
6326_20_BMP4_BMP_4.txt.gz,BMP4,6326_20,BMP4,14,53949736,53958761
6334_9_GGT2_GGT2.txt.gz,GGT2,6334_9,GGT2,22,21207973,21225554
6342_10_NPNT_Nephronectin.txt.gz,NPNT,6342_10,NPNT,4,105894775,106004027
6350_43_APOC2_Apo_C_II.txt.gz,APOC2,6350_43,APOC2,19,44946035,44949565
6351_55_CD79B_CD79B.txt.gz,CD79B,6351_55,CD79B,17,63928738,63932336
6352_8_INSRR_INSRR.txt.gz,INSRR,6352_8,INSRR,1,156840063,156859117
6354_13_HEPHL1_HPHL1.txt.gz,HEPHL1,6354_13,HEPHL1,11,94021354,94114208
6357_83_CELA3B_ELA3B.txt.gz,CELA3B,6357_83,CELA3B,1,21977022,21998642
6359_50_POMGNT2_AGO61.txt.gz,POMGNT2,6359_50,POMGNT2,3,43079229,43106085
6360_7_DEFB128_DB128.txt.gz,DEFB128,6360_7,DEFB128,20,187853,189711
6361_49_PTPRR_PTPRR.txt.gz,PTPRR,6361_49,PTPRR,12,70638073,70920738
6362_6_C2orf40_AUGN.txt.gz,C2orf40,6362_6,C2orf40,2,106063246,106078155
6364_7_TAPBPL_TPSNR.txt.gz,TAPBPL,6364_7,TAPBPL,12,6451690,6466517
6366_38_TXNDC15_TXD15.txt.gz,TXNDC15,6366_38,TXNDC15,5,134874371,134901635
6367_66_FMOD_fibromodulin.txt.gz,FMOD,6367_66,FMOD,1,203340628,203351758
6368_9_CSTL1_CST1L.txt.gz,CSTL1,6368_9,CSTL1,20,23426104,23444930
6369_82_DEAF1_DEAF1.txt.gz,DEAF1,6369_82,DEAF1,11,644233,707118
6371_50_ANGPTL7_ANGL7.txt.gz,ANGPTL7,6371_50,ANGPTL7,1,11189355,11195981
6372_7_YBX2_YBOX2.txt.gz,YBX2,6372_7,YBX2,17,7288263,7294639
6373_54_SEMG2_SEMG2.txt.gz,DLK1,6373_54,SEMG2,14,100725705,100738224
6375_75_XXYLT1_XXLT1.txt.gz,XXYLT1,6375_75,XXYLT1,3,195068284,195271159
6377_54_LYZL2_LYZL2.txt.gz,LYZL2,6377_54,LYZL2,10,30611779,30629762
6378_2_C5orf38_CEI.txt.gz,C5orf38,6378_2,C5orf38,5,2752131,2755397
6379_62_ADAMTSL2_ATL2.txt.gz,ADAMTSL2,6379_62,ADAMTSL2,9,133532164,133575519
6380_23_ICT1_ICT1.txt.gz,ICT1,6380_23,ICT1,17,75012670,75021261
6382_17_MANBA_MANBA.txt.gz,MANBA,6382_17,MANBA,4,102630770,102760994
6383_90_TLL1_TLL1.txt.gz,TLL1,6383_90,TLL1,4,165873237,166104457
6384_19_WFDC3_WFDC3.txt.gz,WFDC3,6384_19,WFDC3,20,45747944,45791932
6385_63_VWA1_VWA1.txt.gz,VWA1,6385_63,VWA1,1,1434861,1442882
6388_21_CCDC126_CC126.txt.gz,CCDC126,6388_21,CCDC126,7,23597382,23644708
6390_18_NPS_NPS.txt.gz,NPS,6390_18,NPS,10,127549309,127553540
6391_52_LILRA3_LIRA3.txt.gz,LILRA3,6391_52,LILRA3,HSCHR19LRC_COX1_CTG3_1,270739,275150
6392_7_WISP2_WISP_2.txt.gz,WISP2,6392_7,WISP2,20,44714844,44728509
6393_63_HSP90B1_Endoplasmin.txt.gz,HSP90B1,6393_63,HSP90B1,12,103930107,103953931
6395_58_GPHA2_GPHA2.txt.gz,GPHA2,6395_58,GPHA2,11,64934471,64935893
6398_12_LONP1_LONM.txt.gz,LONP1,6398_12,LONP1,19,5691834,5720572
6399_52_DEFB107A_D107A.txt.gz,DEFB107A,6399_52,DEFB107A,8,7811720,7815716
6400_33_TP53I13_P5I13.txt.gz,TP53I13,6400_33,TP53I13,17,29566052,29573157
6402_8_PILRA_PILRA_isoform_FDF03_deltaTM.txt.gz,PILRA,6402_8,PILRA,7,100367530,100400096
6404_20_C1QL1_C1QRF.txt.gz,C1QL1,6404_20,C1QL1,17,44959693,44968303
6405_74_PSG2_PSG2.txt.gz,PSG2,6405_74,PSG2,19,43064209,43083045
6406_3_NMES1_NMES1.txt.gz,NMES1,6406_3,NMES1,15,45430579,45448761
6407_63_LAD1_LAD1.txt.gz,LAD1,6407_63,LAD1,1,201380833,201399915
6408_2_INHBC_INHBC.txt.gz,INHBC,6408_2,INHBC,12,57434784,57452062
6409_57_ADGRF5_GP116.txt.gz,ADGRF5,6409_57,ADGRF5,6,46852522,46954943
6410_26_INSL4_INSL4.txt.gz,INSL4,6410_26,INSL4,9,5231419,5235304
6411_58_DEFB135_DB135.txt.gz,DEFB135,6411_58,DEFB135,8,11982256,11984590
6413_79_LIPK_LIPK.txt.gz,LIPK,6413_79,LIPK,10,88706249,88752776
6414_8_OAF_OAF.txt.gz,OAF,6414_8,OAF,11,120211032,120230334
6415_90_CPN2_CPN2.txt.gz,CPN2,6415_90,CPN2,3,194339768,194351328
6416_8_GKN2_GKN2.txt.gz,GKN2,6416_8,GKN2,2,68945232,68952893
6420_4_SDHAF2_SDHF2.txt.gz,SDHAF2,6420_4,SDHAF2,11,61430042,61446733
6421_52_IFNA16_IFN16.txt.gz,IFNA16,6421_52,IFNA16,9,21216373,21217311
6424_2_RNASE13_RNS13.txt.gz,RNASE13,6424_2,RNASE13,14,21032818,21034807
6425_87_MMP19_MMP19.txt.gz,MMP19,6425_87,MMP19,12,55835433,55842966
6430_36_FAM19A2_F19A2.txt.gz,FAM19A2,6430_36,FAM19A2,12,61708273,62279150
6431_68_PCYOX1_PCYOX.txt.gz,PCYOX1,6431_68,PCYOX1,2,70257386,70281185
6433_57_FAM20A_FA20A.txt.gz,FAM20A,6433_57,FAM20A,17,68535113,68601367
6434_18_AOC2_Amine_oxidase.txt.gz,AOC2,6434_18,AOC2,17,42844580,42850707
6439_59_C14orf93_CN093.txt.gz,C14orf93,6439_59,C14orf93,14,22985894,23010166
6440_31_MFAP5_MFAP5.txt.gz,MFAP5,6440_31,MFAP5,12,8637346,8662888
6441_62_ADAMTS6_ATS6.txt.gz,ADAMTS6,6441_62,ADAMTS6,5,65148738,65481920
6442_6_BAGE3_BAGE3.txt.gz,BAGE3,6442_6,BAGE3,21,7000001,10900000
6444_15_PSG3_PSG3.txt.gz,PSG3,6444_15,PSG3,19,42721638,42740481
6447_73_PTX3_PTX3.txt.gz,PTX3,6447_73,PTX3,3,157436850,157443633
6448_36_SEMA3C_Sema_E.txt.gz,SEMA3C,6448_36,SEMA3C,7,80742538,80922359
6450_8_FABP6_FABP6.txt.gz,FABP6,6450_8,FABP6,5,160187367,160238735
6451_64_ASPN_ASPN.txt.gz,ASPN,6451_64,ASPN,9,92456205,92482506
6453_70_LILRB4_LIRB4.txt.gz,LILRB4,6453_70,LILRB4,19,54643889,54670359
6454_38_ARHGDIA_Rho_GDIa.txt.gz,ARHGDIA,6454_38,ARHGDIA,17,81867721,81871378
6455_52_HAPLN4_HPLN4.txt.gz,HAPLN4,6455_52,HAPLN4,19,19254756,19262804
6456_17_PSG6_PSG6.txt.gz,PSG6,6456_17,PSG6,19,42902086,42919563
6457_50_PCDHGA1_PCDG1.txt.gz,PCDHGA1,6457_50,PCDHGA1,5,141330514,141512975
6458_6_RPN1_RPN1.txt.gz,RPN1,6458_6,RPN1,3,128619969,128681075
6461_54_APOC3_Apo_C_III.txt.gz,APOC3,6461_54,APOC3,11,116829706,116833072
6462_12_TIMP4_TIMP_4.txt.gz,TIMP4,6462_12,TIMP4,3,12153068,12158912
6463_59_QRFP_OX26.txt.gz,QRFP,6463_59,QRFP,9,130892707,130896812
6464_40_PVRIG_PVRIG.txt.gz,PVRIG,6464_40,PVRIG,7,100218241,100221490
6467_65_POGLUT1_KTEL1.txt.gz,POGLUT1,6467_65,POGLUT1,3,119468963,119494708
6468_37_TAC4_TKN4.txt.gz,TAC4,6468_37,TAC4,17,49838300,49848069
6469_62_LY6G6D_LY66D.txt.gz,LY6G6D,6469_62,LY6G6D,6,31715348,31717919
6470_19_FBLN1_fibulin_1.txt.gz,FBLN1,6470_19,FBLN1,22,45502238,45601135
6471_53_CFHR4_FHR4.txt.gz,CFHR4,6471_53,CFHR4,1,196888014,196918795
6472_40_PMEL_GP100.txt.gz,PMEL,6472_40,PMEL,12,55954105,55973317
6473_55_BPIFA1_PLUNC.txt.gz,BPIFA1,6473_55,BPIFA1,20,33235995,33243311
6478_2_IGLON5_IGLO5.txt.gz,IGLON5,6478_2,IGLON5,19,51311644,51330891
6480_1_CANT1_CANT1.txt.gz,CANT1,6480_1,CANT1,17,78991716,79009867
6485_59_IGLL1_IGLL1.txt.gz,IGLL1,6485_59,IGLL1,22,23573125,23580302
6491_59_KLK15_kallikrein_15.txt.gz,KLK15,6491_59,KLK15,19,50825289,50837213
6493_9_CPZ_CBPZ.txt.gz,CPZ,6493_9,CPZ,4,8592660,8619759
6494_60_SPACA5_sperm_acrosome_associated_5.txt.gz,SPACA5,6494_60,SPACA5,X,48004336,48009733
6495_14_EDN1_Endothelin_1.txt.gz,EDN1,6495_14,EDN1,6,12290361,12297194
6496_60_DLK1_DLK1.txt.gz,DLK1,6496_60,DLK1,14,100725705,100738224
6497_10_RS1_XLRS1.txt.gz,RS1,6497_10,RS1,X,18639688,18672108
6504_65_LOXL2_Lysyl_oxidase_like_protein_2.txt.gz,LOXL2,6504_65,LOXL2,8,23296897,23425328
6506_54_TMED10_TMEDA.txt.gz,TMED10,6506_54,TMED10,14,75131469,75176612
6507_16_NCAM2_NCAM2.txt.gz,NCAM2,6507_16,NCAM2,21,20998409,21543329
6508_68_SCGB1D2_SG1D2.txt.gz,SCGB1D2,6508_68,SCGB1D2,11,62242239,62244812
6510_56_RNF128_RN128.txt.gz,RNF128,6510_56,RNF128,X,106693794,106797016
6511_17_FAM19A4_F19A4.txt.gz,FAM19A4,6511_17,FAM19A4,3,68731766,68953297
6517_14_GDF10_BMP_3b.txt.gz,GDF10,6517_14,GDF10,10,47300197,47313577
6518_85_GHRL_ghrelin.txt.gz,GHRL,6518_85,GHRL,3,10285666,10292947
6520_87_MGP_MGP.txt.gz,MGP,6520_87,MGP,12,14880864,14885857
6521_35_NPTX2_NPTX2.txt.gz,NPTX2,6521_35,NPTX2,7,98617285,98629869
6525_17_DUSP13_DUSP13.txt.gz,DUSP13,6525_17,DUSP13,10,75094432,75109221
6526_77_OBP2A_OBP2A.txt.gz,OBP2A,6526_77,OBP2A,9,135546126,135549969
6527_1_TRIL_TRIL.txt.gz,TRIL,6527_1,TRIL,7,28953358,28958330
6528_95_EXTL2_EXTL2.txt.gz,EXTL2,6528_95,EXTL2,1,100872372,100895179
6530_63_PROL1_PROL1.txt.gz,PROL1,6530_63,PROL1,4,70397931,70410195
6531_29_FAM162A_F162A.txt.gz,FAM162A,6531_29,FAM162A,3,122384161,122412334
6533_20_DNASE2B_DNS2B.txt.gz,DNASE2B,6533_20,DNASE2B,1,84398484,84415018
6536_54_PLBD2_LAML2.txt.gz,PLBD2,6536_54,PLBD2,12,113358566,113391629
6538_90_KIAA2013_K2013.txt.gz,KIAA2013,6538_90,KIAA2013,1,11919591,11926428
6543_182_PRLH_PRRP.txt.gz,PRLH,6543_182,PRLH,2,237566574,237567175
6544_33_NELL1_NELL1.txt.gz,NELL1,6544_33,NELL1,11,20669551,21575686
6545_58_PRNP_PRIO.txt.gz,PRNP,6545_58,PRNP,20,4686350,4701590
6547_83_TMPRSS11D_TM11D.txt.gz,TMPRSS11D,6547_83,TMPRSS11D,4,67820876,67884002
6549_60_VSTM2L_VTM2L.txt.gz,VSTM2L,6549_60,VSTM2L,20,37903111,37945350
6550_4_ICAM4_ICAM4.txt.gz,ICAM4,6550_4,ICAM4,19,10286955,10288522
6551_94_SERPINA12_Vaspin.txt.gz,SERPINA12,6551_94,SERPINA12,14,94487274,94517844
6553_68_CFAP45_CCD19.txt.gz,CFAP45,6553_68,CFAP45,1,159872364,159900165
6555_58_STOML2_Stomatin_like_protein_2.txt.gz,STOML2,6555_58,STOML2,9,35099776,35103195
6556_5_ENPP5_ENPP5.txt.gz,ENPP5,6556_5,ENPP5,6,46159185,46170980
6557_50_LRRC15_LRC15.txt.gz,LRRC15,6557_50,LRRC15,3,194355249,194369743
6558_5_COLEC10_COL10.txt.gz,COLEC10,6558_5,COLEC10,8,118995452,119108455
6570_1_COL13A1_CODA1.txt.gz,COL13A1,6570_1,COL13A1,10,69801880,69964275
6571_75_C17orf78_CQ078.txt.gz,C17orf78,6571_75,C17orf78,17,37375985,37392708
6572_10_LRRTM4_LRRT4.txt.gz,LRRTM4,6572_10,LRRTM4,2,76747685,77593319
6574_11_FAIM3_FAIM3.txt.gz,FAIM3,6574_11,FAIM3,1,206903317,206923247
6576_1_ART4_ART4.txt.gz,ART4,6576_1,ART4,12,14825569,14843526
6577_64_LAMA4_LAMA4.txt.gz,LAMA4,6577_64,LAMA4,6,112107931,112254939
6578_29_TNMD_TNMD.txt.gz,TNMD,6578_29,TNMD,X,100584936,100599885
6580_29_PZP_Pregnancy_zone_protein.txt.gz,PZP,6580_29,PZP,12,9148840,9208395
6584_1_HRC_SRCH.txt.gz,HRC,6584_1,HRC,19,49151198,49155396
6586_19_ADAM11_ADA11.txt.gz,ADAM11,6586_19,ADAM11,17,44758988,44781846
6587_6_LRFN5_LRFN5.txt.gz,LRFN5,6587_6,LRFN5,14,41606876,41904549
6593_5_GALNT3_GALT3.txt.gz,GALNT3,6593_5,GALNT3,2,165747588,165794659
6594_64_SAYSD1_SMDC1.txt.gz,SAYSD1,6594_64,SAYSD1,6,39104063,39115193
6597_24_FAM174A_TM157.txt.gz,FAM174A,6597_24,FAM174A,5,100535374,100586741
6599_5_APCDD1_APCD1.txt.gz,APCDD1,6599_5,APCDD1,18,10454635,10489949
6600_70_RELL2_RELL2.txt.gz,RELL2,6600_70,RELL2,5,141636950,141641064
6603_18_KAL1_KALM.txt.gz,KAL1,6603_18,KAL1,X,8528874,8732137
6604_59_NDNF_CD031.txt.gz,NDNF,6604_59,NDNF,4,121035613,121073021
6605_17_IGFALS_IGFALS.txt.gz,IGFALS,6605_17,IGFALS,16,1790413,1794971
6606_61_KISS1_KISS1.txt.gz,KISS1,6606_61,KISS1,1,204190341,204196491
6609_22_CNP_CN37.txt.gz,CNP,6609_22,CNP,17,41966763,41977740
6611_8_KDELC1_KDEL1.txt.gz,KDELC1,6611_8,KDELC1,13,102784281,102799040
6612_90_BRICD5_CP079.txt.gz,BRICD5,6612_90,BRICD5,16,2209253,2210905
6617_12_FCRL6_FCRL6.txt.gz,FCRL6,6617_12,FCRL6,1,159800511,159816257
6620_82_LINGO1_LIGO1.txt.gz,LINGO1,6620_82,LINGO1,15,77613027,77820900
6621_10_RLN2_REL2.txt.gz,RLN2,6621_10,RLN2,9,5299864,5304716
6622_90_APLN_APEL.txt.gz,APLN,6622_90,APLN,X,129645259,129654956
6624_94_WNT11_WNT11.txt.gz,WNT11,6624_94,WNT11,11,76186325,76210736
6625_31_ATAD1_ATAD1.txt.gz,ATAD1,6625_31,ATAD1,10,87751512,87841361
6626_81_CHST12_CHSTC.txt.gz,CHST12,6626_81,CHST12,7,2403588,2448484
6627_25_PNLIPRP1_LIPR1.txt.gz,PNLIPRP1,6627_25,PNLIPRP1,10,116590385,116609175
6629_3_DEFB1_HBD_1.txt.gz,DEFB1,6629_3,DEFB1,8,6870592,6877936
6631_17_COL9A1_CO9A1.txt.gz,COL9A1,6631_17,COL9A1,6,70216040,70303084
6633_43_UPK3BL_UPK3L.txt.gz,UPK3BL,6633_43,UPK3BL,7,102637025,102642791
6641_60_UBB_PolyUbiquitin_K48.txt.gz,UBB,6641_60,UBB,17,16380798,16382745
6647_55_UBC_PolyUbiquitin_K63.txt.gz,UBC,6647_55,UBC,12,124911604,124917368
6649_51_NTN1_NET1.txt.gz,NTN1,6649_51,NTN1,17,9021510,9244000
6651_74_UBB_PolyUbiquitin_K48.txt.gz,UBB,6651_74,UBB,17,16380798,16382745
6653_58_CD47_CD47.txt.gz,CD47,6653_58,CD47,3,108043091,108091862
6706_18_ALPPL2_PPBN.txt.gz,ALPPL2,6706_18,ALPPL2,2,232406844,232410714
6713_4_LRP11_LRP11.txt.gz,LRP11,6713_4,LRP11,6,149818757,149864359
6715_63_ALPPL2_PPBN.txt.gz,ALPPL2,6715_63,ALPPL2,2,232406844,232410714
6895_1_TFRC_TR.txt.gz,TFRC,6895_1,TFRC,3,196012511,196082153
6896_3_C1orf162_CA162.txt.gz,C1orf162,6896_3,C1orf162,1,111473792,111478512
6897_38_B3GAT3_B3GA3.txt.gz,B3GAT3,6897_38,B3GAT3,11,62615296,62622154
6899_37_PCBD2_PHS2.txt.gz,PCBD2,6899_37,PCBD2,5,134905120,135007959
6900_30_UBE2J1_UB2J1.txt.gz,UBE2J1,6900_30,UBE2J1,6,89326625,89352722
6904_14_LRRTM2_LRRT2.txt.gz,LRRTM2,6904_14,LRRTM2,5,138868921,138875368
6907_17_TMCO5A_TMC5A.txt.gz,TMCO5A,6907_17,TMCO5A,15,37921939,37967724
6909_40_MGAT2_MGAT2.txt.gz,MGAT2,6909_40,MGAT2,14,49620799,49623481
6911_103_CLEC6A_CLC6A.txt.gz,CLEC6A,6911_103,CLEC6A,12,8455962,8478330
6912_6_EFHA2_EFHA2.txt.gz,EFHA2,6912_6,EFHA2,8,17027238,17122642
6913_189_HMGB2_HMG_2.txt.gz,HMGB2,6913_189,HMGB2,4,173331376,173334432
6915_2_CD164L2_C16L2.txt.gz,CD164L2,6915_2,CD164L2,1,27379176,27383333
6917_49_LRRC3_LRRC3.txt.gz,LRRC3,6917_49,LRRC3,21,44455510,44462196
6918_183_CCK_CCKN.txt.gz,CCK,6918_183,CCK,3,42257825,42266185
6919_3_HBZ_HBAZ.txt.gz,HBZ,6919_3,HBZ,16,142728,154503
6920_1_GFRAL_GFRAL.txt.gz,GFRAL,6920_1,GFRAL,6,55327469,55402493
6921_24_B4GALT3_B4GT3.txt.gz,B4GALT3,6921_24,B4GALT3,1,161171310,161177968
6923_1_PLOD2_PLOD2.txt.gz,PLOD2,6923_1,PLOD2,3,146035139,146163725
6925_26_SNX8_SNX8.txt.gz,SNX8,6925_26,SNX8,7,2251770,2354318
6927_7_NDST1_NDST1.txt.gz,NDST1,6927_7,NDST1,5,150485818,150558211
6929_10_ST8SIA3_SIA8C.txt.gz,ST8SIA3,6929_10,ST8SIA3,18,57352557,57371731
6930_95_ST8SIA6_SIA8F.txt.gz,ST8SIA6,6930_95,ST8SIA6,10,17315421,17454595
6932_42_ITGA5_ITA5.txt.gz,ITGA5,6932_42,ITGA5,12,54395261,54419266
6933_20_MRPL34_RM34.txt.gz,MRPL34,6933_20,MRPL34,19,17292609,17306843
6936_7_PMEPA1_PMEPA.txt.gz,PMEPA1,6936_7,PMEPA1,20,57648392,57711536
6937_251_C1orf43_CA043.txt.gz,C1orf43,6937_251,C1orf43,1,154206696,154220637
6938_21_PCDHGA12_PCDGC.txt.gz,PCDHGA12,6938_21,PCDHGA12,5,141430507,141512975
6940_18_JPH1_JPH1.txt.gz,JPH1,6940_18,JPH1,8,74234700,74321540
6941_11_SUMF1_SUMF1.txt.gz,SUMF1,6941_11,SUMF1,3,3700814,4467273
6947_4_ST3GAL6_SIA10.txt.gz,ST3GAL6,6947_4,ST3GAL6,3,98732236,98821201
6948_82_FIG4_FIG4.txt.gz,FIG4,6948_82,FIG4,6,109690609,109878098
6951_26_ASIC4_ASIC4.txt.gz,ASIC4,6951_26,ASIC4,2,219514170,219538772
6955_68_SNX1_SNX1.txt.gz,SNX1,6955_68,SNX1,15,64094123,64146090
6961_14_IGFL3_IGFL3.txt.gz,IGFL3,6961_14,IGFL3,19,46120067,46124688
6962_5_HLA_DRB3_DRB3.txt.gz,HLA-DRB3,6962_5,HLA,HSCHR6_MHC_COX_CTG1,3934009,3947126
6965_19_CNTNAP2_CNTP2.txt.gz,CNTNAP2,6965_19,CNTNAP2,7,146116002,148420998
6966_144_STX1B_STX1B.txt.gz,STX1B,6966_144,STX1B,16,30989256,31010638
6969_14_WFDC5_WFDC5.txt.gz,WFDC5,6969_14,WFDC5,20,45109452,45115174
